PG.ProteinGroups,A1,A2,A3,A4,B1,B2,B3,B4,C1,C2,C3,C4
Q9BRG1,47982.60156,44589.63281,44104.69531,45421.36328,47870.41797,39947.99219,46933.64453,52136.33594,54738.66016,57466.33984,57660.10547,61852.30078
Q9BRJ6,114962.7031,109735.4922,105537.6328,109613.2578,116977.0781,110952.3906,115196.6641,109243.7813,14561.63965,16395.84375,16335.29688,15798.72461
Q9BRJ7,25419.87695,25319.20313,25678.95898,29475.73633,24575.89258,31951.83008,25440.45313,36539.81641,3227.861816,5671.70752,3641.25,4114.32373
Q9BRK5,17144.25977,6902.145508,14928.44434,12631.03418,12976.64453,5364.357422,5662.740723,5884.272949,32063.45898,31673.98633,31952.8125,34853.04688
Q9BRL6,25395.8418,23892.31055,25982.79688,22989.86719,22181.48828,15201.79688,7802.586914,23986.5,13483.12305,15089.80371,10550.56445,18231.18555
Q9BRP4,37686.54297,31058.46875,32034.63867,36251.02734,36510.91016,21052.83008,22616.56836,20071.74414,58389.80078,57446.875,60169.10938,56883.83984
Q9BRP8,83831.09375,70233.58594,77440.45313,81176.67969,67470.79688,61218.76953,55947.19531,58770.92188,27151.30859,27047.50977,29580.39258,32896.58594
Q9BRQ0,72138.45313,61135.21094,68212.8125,71247.69531,73970.17188,56045.48828,50688.23438,57724.41797,26656.49023,25032.59961,24011.23438,25021.3457
Q9BRQ8,23999.82422,24543.86133,23703.04102,24761.21289,21223.96484,21593.50195,22590.56055,23596.06055,34075.76172,33427.03906,32330.50586,33267.40625
Q9BRR0,7385.454102,9366.839844,9467.433594,9140.183594,8813.623047,9304.676758,11108.38281,10391.52539,53868.97656,42177.52734,52488,35564.21484
Q9BRT6,30497.76563,16945.36914,15100.61133,16552.93359,23519.95703,11776.0752,15278.17773,11901.92871,37153.10547,37320.00781,39645.40625,39460.23828
Q9BRT9,22813.79102,19116.65039,18376.55078,19325.7207,19985.89063,18023.11719,17032.32227,17805.125,17851.98047,18746.41016,18195.77734,19221.33203
Q9BRU9,24317.82617,24053.0625,21979,24451.60156,26288.45898,24396.47266,27664.14258,22046.80078,22726.14648,20997.35156,22882.51953,23511.68164
Q9BRX2,16415.46289,17832.06641,17178.1582,15577.89941,14780.52148,15147.78906,15679.96387,15931.04688,29278.80469,30474.82813,29157.10742,28120.15039
Q9BRX5,90943.85156,79605.91406,80157.67969,79972.32813,88504.51563,78941.75781,80162.32813,86266.49219,340043.2188,356889.7188,380932.7813,387225.2813
Q9BRX9,7608.80957,7656.516113,6522.394531,7456.641113,7791.002441,6678.200195,7811.200195,5759.802734,87179.35156,94953.98438,35234.02344,35897.89063
Q9BRZ2,27231.07813,26434.69727,28235.80859,27781.75781,28273.64063,22960.99609,23259.96875,25104.61523,3622.00708,2949.743164,3364.09375,3684.161133
Q9BS40,24589.02344,29796.18555,23320.47461,25156.83594,24963.28711,26982.21875,14776.40723,17120.48047,22693.74414,24295.93945,25484.08984,22060.32617
Q9BSB4,21519.19922,18818.68945,15936.27051,17335.76953,26846.95703,14641.41309,14272.81641,14533.01172,81430.94531,84619.01563,83326.42188,82701.25
Q9BSC4,37933.73438,34568.50391,37246.50781,37006.36719,38147.03906,35332.87109,35601.38672,37019.375,5642.17041,4562.644043,10015.31055,6417.061523
Q9BSD7,64071.08594,56928.79688,67375.36719,75848.07813,54520.85938,19840.24414,18183.62109,43690.70313,44787.00391,35437.24609,41881.73828,32908.58203
Q9BSJ2,15280.91113,15355.82324,14597.81738,16776.45898,15716.99414,15486.0791,13692.125,16119.90332,25351.32031,26119.68164,28212.7207,26563.7832
Q9BSJ8,30032.76953,27270.86523,27462.17188,26662.20117,27598.68555,27225.38672,24659.3418,24026.89063,142478.3125,128026.5469,135051.875,127614.7344
Q9BSM1,9162.361328,9780.40332,5997.666992,4149.788574,8491.589844,7145.879883,5124.16748,5123.775391,42119.16016,38763.6875,41543.98047,35774.07031
Q9BST9,18170.64258,18573.59766,20177.1582,27106.31055,3691.551758,17876.71875,16681.42773,16860.63086,8665.643555,12156.67383,13052.85059,13083.58301
Q9BSV6,24079.64844,23561.75,18510.36914,23933.20703,22614.17969,16810.94336,19295.47656,20864.31055,23490.79492,24567.61719,22401.19531,25796.06445
Q9BT22,16305.14063,16282.41016,16150.39551,14924.60449,12510.92285,13603.97852,12371.40234,11273.85547,15951.39063,16768.12305,16340.70703,13959.52734
Q9BT78,14165.34277,14166.4082,14028.29395,14178.13574,13209.61914,11801.18555,11929.54492,11993.72363,13071.25977,11329.86426,12076.61035,11645.95313
Q9BTA9,33153.04297,27396.66602,28015.65234,26027.36914,35518.59766,26752.45898,29124.05273,28839.15039,22696.54492,22192.82227,18405.81445,21494.82617
Q9BTC0,67975.88281,68420.48438,68260.60156,67326.25,70438.125,69276.71094,68962.54688,69502.25781,71420.14063,71612.94531,72012.78125,71317.15625
Q9BTC8,45177.32422,44108.58594,40038.92578,47303.85938,44647.43359,40321.24219,38467.78125,40174.55859,9802.196289,10204.61914,6026.28125,17130.20898
Q9BTD8,91788.96875,73324.625,82325.35156,106971.1719,101671.6016,75626.15625,68809.80469,58829.65625,27938.79102,25301.25586,24734.9043,26226.70508
Q9BTE1,43527.85156,30459.38672,51009.23438,39031.1875,40898.98438,35998.80859,31247.3457,32967.38672,42775.92188,42766.375,40358.59375,40330.5
Q9BTE3,38611.10938,37209.32813,38025.76563,38022.45703,40404.00781,38879.27344,39283.40625,38268.07031,20512.71094,21971.37305,20859.08008,21789.53906
Q9BTE6,21250.21875,20548.90234,21020.66406,20327.95313,25698.1582,20362.17578,21908.06836,19965.52539,30234.42383,34162.09766,29912.78906,41074.15625
Q9BTE7,41826.12109,36530.24219,38574.625,37702.5,35116.30859,38369.73828,39369.47266,41665.82422,53821.23828,60325.4375,63289.14453,55000.63281
Q9BTL3,81360.92188,64736.71875,73356.54688,76519.85156,86832.70313,75643.21094,65542.76563,73348.27344,57201.80078,55733.66016,106546.9531,61869.04688
Q9BTL4,2211.243408,5952.702148,480.7056274,3539.36084,5266.837891,6469.269531,3414.061768,6360.712402,47718.71484,47113.04688,49780.06641,53578.125
Q9BTM9,45787.94141,34296.97266,32008.13281,32939.67188,49967.21484,42318.80078,39696.30469,35737.64844,46666.58594,54858.05469,49458.59375,55985.85938
Q9BTT0,82791.17969,78558.09375,76490.88281,74782.17188,78298.72656,74747.07813,74081.21094,66812.58594,24418.08594,26216.42969,25028.69141,20557.19922
Q9BTW9,37632.58203,39585.39844,38502.96484,38735.44531,37197.73047,40524.07422,39743.14453,36362.76563,45190.39844,44181.58984,44903.26172,52575.96094
Q9BTX1,19888.57227,21886.98438,18273.40039,27395.32422,16957.77344,24642.45703,23139.37695,18950.41602,21847.21875,23863.48438,27427.89063,33703.33203
Q9BTY7,19885.19922,16846.73438,15895.37109,15098.75391,15507.84766,13931.69629,11330.68262,13150.21387,62424.93359,63783.62891,60035.93359,62861.16797
Q9BU76,29835.08984,27645.07031,26658.05469,26760.31836,28864.76367,26545.71289,27047.40234,25444.51953,6450.730469,2346.757813,6592.039063,7939.308105
Q9BU89,17586,19424.55273,14791.37207,16614.89258,19149.5625,17729.16211,12995.80371,15739.52148,12317.11621,12929.93262,11724.87891,9456.063477
Q9BUB4,14385.4834,15897.19238,15555.97461,12965.93262,11781.37695,10151.18555,9178.928711,7996.133301,4711.294922,5571.183105,8729.131836,6136.956055
Q9BUF5,49318.83594,44974.25391,46315.33203,42991.41406,45667.22656,43494.80078,43035.04688,42259.35938,17444.98828,15433.91113,16428.45703,20439.66016
Q9BUH6,46242.80859,46686.44141,50975.14453,53136.66797,38260.66797,43524.67578,46051.28516,46477.36719,15442.09082,13913.16797,15939.06641,14543.81543
Q9BUI4,15185.64746,14180.41895,13629.91699,13207.99219,15503.02734,12792.09375,13186.26172,12417.29297,35407.29297,33735.07813,32541.16992,37189.89453
Q9BUJ2,73580.44531,69282.03906,72058.17188,72974.21875,71093.77344,67402.23438,69397.00781,67779.5,20150.55859,19333.86914,20535.05273,19336.10742
Q9BUK6,48893.32422,59226.24219,51997.71484,19649.38086,35749.97656,20916.48828,20855.88672,18451.4082,6871.023926,8312.939453,9558.527344,9809.594727
Q9BUL5,30656.16016,31952.33594,32833.28906,34574.41406,31939.24609,33187.15234,27822.10156,33628.45703,42156.60938,41762.41797,43380.23047,42409.78906
Q9BUL8,15247.68555,13974.01074,13915.32813,14174.2041,13543.37891,10712.02246,8407.101563,10741.69531,99376.92188,111792.1875,87850.39844,83010
Q9BUL9,16724.74609,20035.83984,19818.36914,28112.04883,15213.43359,14812.91895,10722.04492,11461.69824,18972.10156,19981.03711,17356.55078,21726.62891
Q9BUP3,25342.61914,24991.02344,23544.84961,22527.07813,22459.94141,22114.16406,22545.76563,21228.9082,24156.87109,25159.875,23821.23828,20503.60547
Q9BUQ8,53896.36719,53092.40625,53577.35547,53138.48828,53766.00781,57179.82422,57366.15625,56027.73828,17243.11133,16185.83887,14544.10156,19165.06641
Q9BUT9,52436.77734,52985.76953,52470.3125,52724.25,40835.97656,43475.99219,49961.25391,53211.41406,32390.75977,31351.72266,33400.25,33475.70703
Q9BUV0,15097.30273,15242.01172,995.0472412,5621.374512,17657.19727,12121.63574,9906.90332,10751.11133,67976.17969,68666.92969,70185.35156,72251.25781
Q9BUZ4,25106.31836,24999.62305,29032.55664,27758.17773,24761.66992,29472.97266,29661.42773,28945.2207,6220.850586,4786.824707,13227.11035,9159.505859
Q9BV20,29803.13086,29907.82227,29803.01367,28853.94336,28607.26367,30331.06641,29000.72461,30657.92773,18770.78516,23340.17383,19570.80859,21573.87695
Q9BV38,30455.02148,32859.28516,31748.11328,31649.66602,30186.75195,32699.9082,32013.18164,32173.14453,15170.82617,16254.6377,14067.54297,16495.08203
Q9BV44,27412.91211,29521.01367,32943.47656,25639.8418,29193.38477,26093.14258,26291.85156,26385.87305,14819.32227,11653.13477,20562.78711,10547.37109
Q9BV68,52646.70313,44023.65234,47484.55078,49554.67578,51093.94922,43554.67578,47890.98828,45753.20703,55537.88672,54812.87891,54056.41406,58198.01172
Q9BV73,15965.15625,16253.5791,17621.78906,15103.95898,17253.84766,15755.35547,13860.01074,14731.84863,65113.69922,67974.58594,69396.35156,64124.78125
Q9BV86,75158.24219,65788.42969,69895.53906,71726.75781,64349.02734,59705.13672,64431.47656,63797.3125,10826.67969,19795.32227,16765.41016,23720.78125
Q9BVC3,16395.28125,24570.5625,24550.17773,23969.73242,17016.45898,28339.84375,27219.01953,28972.11328,30924.55078,33113.25781,33039.62891,33406.35547
Q9BVC4,34904.09766,33179.8125,28492.50781,32268.68945,17559.62109,8085.103027,20702.4707,22738.89648,19924.87109,26318.09375,28148.44336,27475.61914
Q9BVC5,35299.82813,27164.02344,28812.50977,22918.39258,32775.70703,22642.62695,28002.43359,23384.87305,41521.49609,44373.11719,42273.85156,44157.83984
Q9BVG8,13814.63574,17466.21094,16212.64551,14973.77051,13380.57813,16920.49219,19857.67383,18702.14453,45034.22656,44504.66016,44353.76953,44666.46484
Q9BVI4,27995.12305,28015.70117,27086.16602,27573.37109,25905.34375,26905.07422,25223.02539,22481.61523,29184.57813,29332.03516,32285.01367,31504.92188
Q9BVJ6,57456.17969,54738.66016,57466.33984,57660.10547,61852.30078,56548.85938,59794.23047,58356.66016,79488.07031,126414.9453,126379.2969,67789.05469
Q9BVJ7,16752.34766,14561.63965,16395.84375,16335.29688,15798.72461,14156.7002,14191.56836,13859.05762,29985.42969,30723.37891,24485.25195,22753.0957
Q9BVK6,5892.959961,3227.861816,5671.70752,3641.25,4114.32373,2797.994873,3115.595703,8636.053711,14130.90039,13093.35254,11091.75684,11263.14746
Q9BVL2,33717.18359,32063.45898,31673.98633,31952.8125,34853.04688,29197.92969,30638.91406,27303.3457,47833.92578,47213.01563,47248.60156,52988.08594
Q9BVL4,20750.47656,13483.12305,15089.80371,10550.56445,18231.18555,13726.91504,13836.33398,13550.97852,29693.81836,30338.56641,28914.52344,28306.50195
Q9BVP2,58490.77734,58389.80078,57446.875,60169.10938,56883.83984,56053.80469,58273.17188,58458.27734,35521.76953,39507.77344,40069.14844,48729.77734
Q9BVW5,30999.76563,27151.30859,27047.50977,29580.39258,32896.58594,30617.99219,33857.13281,28149.87891,3628.67334,5372.786621,6447.082031,4741.607422
Q9BW19,26260.24023,26656.49023,25032.59961,24011.23438,25021.3457,26120.17969,25075.35742,23636.64453,23956.33789,22981.84961,25320.18164,19011.87695
Q9BW27,34436.21484,34075.76172,33427.03906,32330.50586,33267.40625,33450.39453,29386.40039,31016.51953,48420.37109,58094.14063,50340.65625,53507.29688
Q9BW61,45744.92969,53868.97656,42177.52734,52488,35564.21484,41793.58203,31534.28516,39723.80078,36352.72266,35115.25,33493.30469,38285.68359
Q9BW71,38214.98828,37153.10547,37320.00781,39645.40625,39460.23828,36795.16016,39619.77344,39992.93359,31098.12305,32868.59766,31073.74609,32495.58008
Q9BW85,18787.29688,17851.98047,18746.41016,18195.77734,19221.33203,18821.50781,18961.06641,16519.9375,30859.06641,32174.27539,31940.36133,36881.44922
Q9BWD1,22868.45508,22726.14648,20997.35156,22882.51953,23511.68164,21417.07617,23481.19336,20487.01563,38757.86719,39109.15234,38498.3125,35981.88672
Q9BWE0,30549.53906,29278.80469,30474.82813,29157.10742,28120.15039,31193.87891,30389.73633,28533.63672,36889.58594,42516.08203,36246.21094,38077.94922
Q9BWF3,375517.5625,340043.2188,356889.7188,380932.7813,387225.2813,396559.4063,405773.5,411327.5313,33096.89453,36346.13672,35322.28516,39256.67188
Q9BWG4,67286.9375,87179.35156,94953.98438,35234.02344,35897.89063,82877.21875,59695.82031,56942.92969,25544.47461,27375.26953,24698.36719,32840.59766
Q9BWG6,4416.582031,3622.00708,2949.743164,3364.09375,3684.161133,3108.003174,3743.811035,4538.799316,35859.23828,46175.57031,39529.75,51192.4375
Q9BWH6,18603.96094,22693.74414,24295.93945,25484.08984,22060.32617,24720.86914,21401.79492,23867.32813,21848.43555,27442.83594,27004.21289,25012.34961
Q9BWJ5,82265.82813,81430.94531,84619.01563,83326.42188,82701.25,79580.21875,83286.25781,80921.07813,50358.875,53789.79688,44229.6875,35318.15234
Q9BWT3,8602.299805,5642.17041,4562.644043,10015.31055,6417.061523,5042.08252,3635.575684,6632.474121,65354.05859,61572.23828,56111.40625,50601.78125
Q9BWT6,49861.55469,44787.00391,35437.24609,41881.73828,32908.58203,48478.59766,31922.89844,30684.6875,33047.86719,30861.15039,38189.12109,36205.29688
Q9BWU0,25915.09375,25351.32031,26119.68164,28212.7207,26563.7832,27006.23047,27916.50195,27763.12305,13346.68262,10994.68262,13088.21777,32936.85547
Q9BWW4,144314.9531,142478.3125,128026.5469,135051.875,127614.7344,144233.6094,156830.8594,132912.5625,26695.75,16384.25,16527.6582,22184.17969
Q9BX40,46356.96094,42119.16016,38763.6875,41543.98047,35774.07031,35381.15234,34281.48828,37740.85938,53645.22266,54336.76563,54916.74219,53798.42188
Q9BXB4,10480.72461,8665.643555,12156.67383,13052.85059,13083.58301,11629.68359,12467.31934,10193.07617,76950.73438,38009.36328,50765.77344,73726.36719
Q9BXB5,24418.08008,23490.79492,24567.61719,22401.19531,25796.06445,25968.82031,23435.02344,25149.06641,25083.59375,23508.97656,25177.9082,22833.20117
Q9BXF6,15052.22852,15951.39063,16768.12305,16340.70703,13959.52734,14782.68555,14178.35938,13410.1582,23210.60547,25543.11914,25959.30469,22385.54102
Q9BXJ9,11913.02539,13071.25977,11329.86426,12076.61035,11645.95313,12633.08398,10654.31543,11257.50195,35268.74609,34753.62891,36947.60547,36542.41016
Q9BXL6,22162,22696.54492,22192.82227,18405.81445,21494.82617,25856.13477,24525.35352,22640.73242,22361.30078,20668.88086,21338.95898,27660.82617
Q9BXP5,69577.20313,71420.14063,71612.94531,72012.78125,71317.15625,72403.39844,73061.33594,73776.02344,19669.01953,20463.66797,21314.37891,21425.22656
Q9BXR0,20451.38672,9802.196289,10204.61914,6026.28125,17130.20898,5788.539063,5452.467773,4239.029297,15069.88965,10884.2041,9104.837891,13815.87988
Q9BXS5,24628.00977,27938.79102,25301.25586,24734.9043,26226.70508,25560.54297,25005.58203,27444.05664,42987.625,44703.13281,44355.73047,50732.74609
Q9BXS6,43738.70313,42775.92188,42766.375,40358.59375,40330.5,40011.62891,41295.48438,38037.85938,20973.19727,21412.97852,22216.77344,20670.07227
Q9BXW9,21292.36328,20512.71094,21971.37305,20859.08008,21789.53906,21968.75391,21304.38086,23127.4375,54157.46484,53826.19922,56124.79297,57060.59766
Q9BXY0,38729.29297,30234.42383,34162.09766,29912.78906,41074.15625,29788.01953,34948.09375,34479.66797,13384.36133,7656.577148,13732.26953,11470.92285
Q9BY32,63744.46484,53821.23828,60325.4375,63289.14453,55000.63281,50030.36719,53755.94922,50641.59375,15942.37109,10726.8877,14946.69043,10681.36035
Q9BY41,63161.16406,57201.80078,55733.66016,106546.9531,61869.04688,49054.06641,45943.61328,75635.5,32917.75391,31309.96484,33519.58203,38029.375
Q9BY42,57728.53906,47718.71484,47113.04688,49780.06641,53578.125,40994.98828,40552.20703,41193.54688,22139.17773,23128.7168,29268.5957,26043.24805
Q9BY43,53413.67188,46666.58594,54858.05469,49458.59375,55985.85938,49696.20313,44715.52344,48294.67188,25470.78125,35199.32031,39587.46875,52539.05859
Q9BY44,24559.74023,24418.08594,26216.42969,25028.69141,20557.19922,21967.71484,22751.81445,23503.10742,33198.80078,37726.20313,36673.77344,34854.69141
Q9BY77,48265.01172,45190.39844,44181.58984,44903.26172,52575.96094,43757.49609,45519.87891,42507.26563,21878.21484,17942.91797,20206.0293,19332.34375
Q9BYE7,28874.92578,21847.21875,23863.48438,27427.89063,33703.33203,22196.12695,24472.56641,27183.22461,7457.214355,8728.555664,9867.091797,9110.693359
Q9BYG3,62773.52344,62424.93359,63783.62891,60035.93359,62861.16797,63643.14844,65944.39063,66967.79688,9931.521484,10288.14355,9653.757813,11252.88379
Q9BYG5,1713.023315,6450.730469,2346.757813,6592.039063,7939.308105,5399.221191,6656.85498,5994.976563,28124.03711,27512.84961,24876.61914,27221.84961
Q9BYJ9,13091.06055,12317.11621,12929.93262,11724.87891,9456.063477,9584.030273,10068.3291,9098.772461,47469.86719,24000.99414,22050.54102,27059.875
Q9BYK8,11448.27441,4711.294922,5571.183105,8729.131836,6136.956055,5918.81543,7593.942383,7698.898926,29849.73438,29334.88867,29837.17188,34419.79297
Q9BYW2,17322.17383,17444.98828,15433.91113,16428.45703,20439.66016,17646.35938,18459.70117,17364.53906,25085.08398,23295.38086,22337.35938,25194.19922
Q9BYX2,13476.31055,15442.09082,13913.16797,15939.06641,14543.81543,12902.02832,14001.00781,12372.30078,31785.88086,28080.91211,30103.01367,36121.64453
Q9BZ95,36075.62891,35407.29297,33735.07813,32541.16992,37189.89453,34305.73047,33500.19531,38420.28516,101377.4688,105110.5391,111134.3906,107124.5391
Q9BZD4,20582.12305,20150.55859,19333.86914,20535.05273,19336.10742,19178.44922,18380.78711,18228.06641,23839.92383,20322.63672,18134.25195,20156.92773
Q9BZE2,6121.219727,6871.023926,8312.939453,9558.527344,9809.594727,6273.425293,5445.668945,7920.867676,10796.62305,14492.89258,12583.23926,7499.397949
Q9BZE4,41139.19531,42156.60938,41762.41797,43380.23047,42409.78906,42900.91406,42277.07813,44221.50781,21242.32031,20596.08398,22850.75586,25381.32227
Q9BZF1,136434.3281,99376.92188,111792.1875,87850.39844,83010,71021.875,66359.57031,61656.69141,15448.98535,16720.14063,20889.70703,17434.6543
Q9BZF9,19880.26172,18972.10156,19981.03711,17356.55078,21726.62891,17775.29297,16916.64844,16632.20313,19554.80859,31363.12695,23474.76563,15278.8457
Q9BZG1,26505.90625,24156.87109,25159.875,23821.23828,20503.60547,22409.69922,20025.98438,20199.05859,18906.26172,17772.61523,16664.15625,17704.28125
Q9BZI7,14933.12598,17243.11133,16185.83887,14544.10156,19165.06641,14598.36426,14643.49902,15521.03516,18229.41992,16243.38477,19504.9668,8600.518555
Q9BZJ0,33588.13672,32390.75977,31351.72266,33400.25,33475.70703,34557.43359,34677.75,31680.15234,50450.78516,60686.33203,59370.16406,57511.36719
Q9BZK7,69641.25781,67976.17969,68666.92969,70185.35156,72251.25781,66297.4375,64968.15234,66191.08594,30432.26563,24822.08203,27008.31836,30313.92188
Q9BZL1,6681.080566,6220.850586,4786.824707,13227.11035,9159.505859,7733.119141,6808.29541,7441.442871,44064.75391,42917.36328,44733.70703,36811.27344
Q9BZL4,25245.2207,18770.78516,23340.17383,19570.80859,21573.87695,20363.19727,18407.14648,18520.37305,22275.00781,20835.52539,20584.01367,24275.54297
Q9BZQ8,16209.7041,15170.82617,16254.6377,14067.54297,16495.08203,11058.26953,12441.5498,9331.994141,24743.90234,23087.79883,22617.54688,22085.3457
Q9BZV1,25087.0332,14819.32227,11653.13477,20562.78711,10547.37109,11094.08008,12725.59375,9065.15625,4290.71582,7508.5,9214.166992,5980.533691
Q9BZX2,62866.24219,55537.88672,54812.87891,54056.41406,58198.01172,61937.08594,54969.27344,49217.05469,32206.04883,30934.83008,30975.90234,35059.11719
Q9BZZ5,69896.07031,65113.69922,67974.58594,69396.35156,64124.78125,62948.90625,61622.45703,63598.45703,26132.70898,28214.91406,27943.15234,25230.9375
Q9C005,17948.89258,10826.67969,19795.32227,16765.41016,23720.78125,27484.41797,9245.717773,10482.78223,26654.05859,28630.59375,27984.07422,28234.00586
Q9C086,36084.51172,30924.55078,33113.25781,33039.62891,33406.35547,33586.91406,35355.78516,32604.3457,49395.77734,48679.53125,48730.94141,52519.93359
Q9C0B1,25004.1582,19924.87109,26318.09375,28148.44336,27475.61914,24937.86914,18553.99023,25254.25977,8320.44043,6033.115234,5262.255859,9412.748047
Q9C0B7,47147.88672,41521.49609,44373.11719,42273.85156,44157.83984,39903.97656,40616.19922,40888.15625,27479.26563,26075.41016,26355.83594,24513.54102
Q9C0C2,44388.46875,45034.22656,44504.66016,44353.76953,44666.46484,43526.38281,42259.84766,43485.12109,22795.04688,25991.84961,24549.37305,22176.40625
Q9C0C7,30664.54297,29184.57813,29332.03516,32285.01367,31504.92188,27644.41602,28939.44922,27695,17384.14063,17055.61133,17584.35742,20100.80078
Q9C0D5,165960.0156,79488.07031,126414.9453,126379.2969,67789.05469,103749.8516,96485.375,102826.8984,59363,61169.27344,63213.55859,66452.35938
Q9C0E2,25328.9707,29985.42969,30723.37891,24485.25195,22753.0957,19599.80469,29632.33789,20598.92383,3699.765381,4374.481445,2975.964844,3725.575195
Q9C0I1,10248.31543,14130.90039,13093.35254,11091.75684,11263.14746,14421.00586,14754.23535,12951.73535,49780.71484,42873.42969,43354.54297,51787.95703
Q9C0J8,50173.67578,47833.92578,47213.01563,47248.60156,52988.08594,44987.34766,46349.73047,45731.75391,28251.05859,26700.92773,19119.5957,22388.54102
Q9GZL7,29888.31641,29693.81836,30338.56641,28914.52344,28306.50195,29683.30078,28468.00195,27852.94922,17176.43164,16064.8457,12725.2373,27003.51758
Q9GZN1,42789.16797,35521.76953,39507.77344,40069.14844,48729.77734,43943.44922,36399.85938,36085.41016,41241.4375,39856.13281,38502.84766,41165.04688
Q9GZN8,8065.394043,3628.67334,5372.786621,6447.082031,4741.607422,5570.141602,3335.039795,6138.887695,72040.80469,73002.96094,79443.97656,79223.39063
Q9GZP4,27007.79883,23956.33789,22981.84961,25320.18164,19011.87695,10628.30469,16357.69531,19961.88477,41680.71094,31918.45508,38335.80859,46146.84375
Q9GZP8,53432.42188,48420.37109,58094.14063,50340.65625,53507.29688,50164.32031,54517.16016,49638.05469,38021.83203,37760.37109,38051.19922,50401.47266
Q9GZR2,36321.45703,36352.72266,35115.25,33493.30469,38285.68359,36044.19141,34350.25391,34537.89844,23968.30664,22136.35352,17995.58789,23890.07813
Q9GZR7,32711.73438,31098.12305,32868.59766,31073.74609,32495.58008,32104.44531,31422.32422,30062.86719,32694.18359,28803.71289,30842.63281,30278.54492
Q9GZS1,31421.00391,30859.06641,32174.27539,31940.36133,36881.44922,29993.67188,29821.93555,27481.01172,31530.56836,30973.43164,31583.33008,29284.65039
Q9GZS3,37047.30078,38757.86719,39109.15234,38498.3125,35981.88672,35127.19531,36688.66797,37576.28125,46360.96875,55723.4375,52223.22266,47932.59375
Q9GZT9,43755.38672,36889.58594,42516.08203,36246.21094,38077.94922,31513.36719,29726.22656,30307.55664,26186.83203,26547.69141,26627.27344,24302.32031
Q9GZU8,37014.60156,33096.89453,36346.13672,35322.28516,39256.67188,35287.49219,31879.56055,35099.61719,10682.45117,6755.284668,12724.02539,25456.75391
Q9GZZ1,25343.64063,25544.47461,27375.26953,24698.36719,32840.59766,23637.60547,21358.76758,19967.36523,72398.28125,67051.61719,73619.29688,77623.83594
Q9GZZ9,48817.82813,35859.23828,46175.57031,39529.75,51192.4375,35581.34375,42148.47656,33727.15625,32892.80469,34905.03906,43852.78516,51817.91406
Q9H000,28255.88281,21848.43555,27442.83594,27004.21289,25012.34961,26109.9375,28668.66211,23106.86719,33544.55078,33911.97266,32818.51172,36478.79688
Q9H063,51769.5625,50358.875,53789.79688,44229.6875,35318.15234,29223.87695,35541.22266,39959.89844,98199.25781,97688.70313,108121.875,102646.2422
Q9H074,54278.62109,65354.05859,61572.23828,56111.40625,50601.78125,47156.44531,44509.50781,42952.89453,31655.39648,37146.75,45370.31641,42302.25
Q9H081,39705.125,33047.86719,30861.15039,38189.12109,36205.29688,28946.49609,31319.26172,31760.83203,22984.71875,21407.06055,24645.98633,24624.80859
Q9H093,11632.72363,13346.68262,10994.68262,13088.21777,32936.85547,33607.45313,36775.82031,34386.3125,57467.12891,58464.17969,55348.53125,54197.23438
Q9H098,24824.16992,26695.75,16384.25,16527.6582,22184.17969,13714.75195,17446.54492,14740.86035,106588.9219,110666.3438,115714.9141,106880.1484
Q9H0A0,52062.73438,53645.22266,54336.76563,54916.74219,53798.42188,57887.49609,57401.61719,55913.64844,36446.0625,37599.31641,36279.10156,32820.35938
Q9H0A8,82552.73438,76950.73438,38009.36328,50765.77344,73726.36719,74240.41406,72091.64063,75618.88281,39985.67578,46146.38672,48442.54297,44815.80078
Q9H0B6,24062.26563,25083.59375,23508.97656,25177.9082,22833.20117,25926.17969,28296.79297,24572.30469,38489.83594,38867.03516,39149.76172,38559.22266
Q9H0C8,25793.23633,23210.60547,25543.11914,25959.30469,22385.54102,24536.34961,26355.04297,25598.51172,25503.61523,19822.21484,19162.90625,17334.20313
Q9H0D6,36165.60547,35268.74609,34753.62891,36947.60547,36542.41016,32729.84766,35120.14063,34838.32031,15197.79199,14625.17969,14402.72852,15553.03027
Q9H0E3,21763.03906,22361.30078,20668.88086,21338.95898,27660.82617,20629.80273,19420.92188,19579.24414,22765.28125,20622.9082,20581.29883,20537.32422
Q9H0E9,23391.65625,19669.01953,20463.66797,21314.37891,21425.22656,17339.08594,17630.62305,18619.97461,33280.07031,33398.85938,34329.37891,31599.83008
Q9H0F6,13721.60938,15069.88965,10884.2041,9104.837891,13815.87988,7073.721191,10264.7168,6588.938477,26524.4668,25889.0957,27226.26172,27069.66406
Q9H0G5,46921.06641,42987.625,44703.13281,44355.73047,50732.74609,43448.29688,43839.94922,43729.35938,31418.72266,28049.47461,29084.04688,33507.20703
Q9H0H0,22708.9082,20973.19727,21412.97852,22216.77344,20670.07227,22246.7207,22763.15625,23407.07617,27321.83398,26940.72852,26580.13281,26822.03516
Q9H0H5,57938.41406,54157.46484,53826.19922,56124.79297,57060.59766,55747.45703,59777.97656,56280.19922,12409.44922,14014.52441,6733.006348,8517.688477
Q9H0J9,11597.55078,13384.36133,7656.577148,13732.26953,11470.92285,12971.2168,13646.11719,11071.35547,17612.61523,21146.70313,19381.50977,17784.0918
