PG.ProteinGroups,A1,A2,A3,A4,B1,B2,B3,B4,C1,C2,C3,C4
P18615,86548.10156,85645.35156,78217.88281,89652.96875,89669.46094,84465.39844,86014.96875,83373.60938,21457.92969,28200.71484,11903.17188,22124.70898
P18621,104397.8438,103936.5781,111102.9922,113204.2656,146426.5313,157743.5156,156532.6719,167960.25,27069.08984,36271.55469,36041.61328,27067.27344
P18669,35349.625,32891.1875,33856.01953,33115.41016,30825.25,30938.14063,30570.73438,29608.64258,57271.17969,57566.12891,58514.01563,53597.17188
P18754,59992.08984,50788.73047,54142.19531,55927.53516,57507.6875,54676.20313,56164.00781,56095.58984,20757.58398,20344.60547,19123.76953,22219.5293
P18846,131187.1719,117823.2266,124153.2734,135683.2969,135818.1406,121580.3047,111840.9609,92995.25,69169.72656,66231.89844,67164.26563,56038.79297
P18847,6854.224609,8300.490234,6315.706543,4598.002441,6830.977051,9868.828125,12078.34863,8103.753906,43770.96875,42133.57031,49513.82813,44938.11719
P18858,20703.36523,17179.76953,18076.15039,20733.33594,18995.45313,17108.31445,17682.61328,15004.97949,7111.996582,6564.893555,8050.161133,6802.897461
P18887,61140.40625,63199.80469,59696.33203,61446.69141,68622.66406,61581.92188,61510.27734,57123.0625,26268.69922,25239.93945,23180.30664,25500.28906
P19174,29806.17773,34880.61328,31397.43164,32288.44531,29674.59375,31387.42383,32471.99219,33356.37891,4006.572754,7392.365723,2552.775635,8178.303711
P19338,267017.0625,248020.0938,261482.8125,257515.8438,284832.75,250017.2813,264809.4688,259590.1563,32527.24609,31220.69336,32463.60742,31894.82031
P19367,32006.70117,33878.625,31868.23633,32240.08789,24059.05078,26707.74609,26623.08984,25629.17969,36653.89063,41479.59766,35819.54297,38491.125
P19387,36373.98047,32571.85156,32225.15039,33439.72266,46882.67578,24499.20508,32190.70313,29426.70508,99719.39844,100692.8672,103091,106320.3594
P19388,46524.65234,44289.73047,40229.44141,40271.17188,49677.21484,40225.73828,35691.0625,35888.55469,21835.0293,25229.50195,18555.56055,18012.31836
P19419,6764.697266,3378.679199,4399.350098,3167.145264,4715.09082,1400.001587,1753.748413,1185.76062,14502.07324,15949.66797,19491.69922,16603.64063
P19447,20752.78711,23738.10352,21261.86719,19854.52344,20986.49609,21878.44727,23333.06445,22132.08398,21673.61523,22238.37695,21609.18164,20367.58398
P19474,40984.53125,35312.48438,38781.69141,39971.46484,39928.07422,37079.28125,34799.99609,36138.78125,54441.53906,55356.55859,54882.81641,58870.35547
P19525,28027.10352,26672.88281,26874.17578,27494.79297,21087.01367,22069.47852,18218.97852,20932.39063,62564.36719,65603.27344,63688.39063,67547.30469
P19623,32926.85156,29953.65039,33084.0625,34628.25,34583.23828,27751.29492,28536.52344,28801.21875,20860.18359,9068.164063,16132.83008,4252.91748
P19784,29352.35742,26793.05859,27915.13867,28615.13477,29543.77148,24918.1543,24842.2793,26304.93164,51170.29688,51264.98438,52343.33203,49174.91016
P19793,30038.20508,31461.39258,29704.44336,28404.64453,26209.70508,30931.18359,30638.98828,27854.63672,33219.93359,28362.99414,14142.50293,17573.81055
P19838,15402.66699,14797.72754,12991.44531,14559.54199,16502.92383,15729.80664,12976.48242,13190.37988,11513.58984,11042.89355,9173.433594,12284.58984
P20020,22851.50391,24316.84766,21763.76953,21612.20117,12004.5459,24634.11133,26956.43359,25388.82422,37741.85938,38568.67578,38015.55469,34995.23047
P20042,29837.93359,31510.96289,30039.08008,30264.65039,26955.95117,25870.32422,24419.83789,26068.31055,182313.1406,194836.6563,171744.4688,191594.25
P20073,58935.51563,57488.64453,58639.05078,58290.32422,55839.83203,54229.96094,55580.05078,55426.17969,63300.23438,55707.75391,43591.67578,52613.94922
P20248,11455.20996,11566.81836,11049.47852,12090.77734,11296.10645,11732.38477,13664.18652,9679.341797,38723.79297,37922.60547,40489.38672,31260.60156
P20290,11142.91309,13498.56152,13844.02637,12812.11328,19027.88086,13535.23438,15990.97363,15660.29688,31280.82227,30097.23633,29587.70898,25769.79688
P20339,97390.13281,83655.41406,97155.48438,83068.45313,82572.25781,60907.25391,73731.33594,69382.39063,38767.84766,37594.57813,37855.07813,40943.36328
P20340,43862.94922,24690.17773,28287.37109,28605.83008,39452.33984,22385.73828,25183.49414,23022.125,133462.7188,134887.0625,141548.0781,133398.2813
P20585,21497.33398,18566.57813,20045.08203,20960.53516,23912.75586,20590.82422,19109.125,19428.30859,72715.90625,78054.9375,72698.5625,105613.3359
P20618,24654.10742,31253.73633,27812.55469,28643.9375,26149.89648,32042.875,28577.49219,23499.35938,10341.66992,10805.26367,12235.40332,14878.61816
P20700,187935.2344,185109.1406,181730.4531,189965.5938,196258.7656,192739.8125,190887.1094,189481.6406,322234.2188,326301.6563,322899.0625,321141.75
P20719,2743.236816,3325.019531,3102.726563,8600.381836,2974.74292,4374.223145,2358.504639,6537.48877,128487.0703,124554.0703,131636.9844,144225.6094
P20810,54857.86719,55726.12891,56279.90625,54333.38672,53776.50391,53952.48438,56644.70313,55618.28516,91445.25,82114.09375,127056.9688,97168.46094
P20962,24559.40234,22989.91797,29041.09375,15519.00879,34070.40625,24044.84766,23532.49805,20228.47852,36915.91016,36930.03516,39916.70313,32677.10352
P21127,26998.80273,28694.05859,27714.31445,27111.47461,26085.10742,26184.5625,27380.56055,27341.7168,41935.22656,40030.78125,38095.56641,30203.29102
P21266,33695.87891,35424,35930.10938,36850.66797,28313.08398,31089.80859,30555.32422,29845.86914,81841.88281,83536.98438,83715.28125,69011.67188
P21281,11022.93555,10654.05957,11999.06348,11086.62891,13247.68066,9650.40918,11948.04785,7902.257324,30960.26953,102953.2656,32771.10547,83913.74219
P21291,116077.7969,120739.0625,117009.0234,119082.4844,121483.3828,128690.5,129959.8516,127382.6328,39156.48047,40631.89063,39218.30078,36187.38672
P21333,295593.7188,303609.0313,300235.6563,301229.3438,296296.0313,303853.9688,302287.25,301957.25,120039.9922,133848.0156,130162.5313,126872.3516
P21359,21196.99414,19987.56641,19402.7207,17178.48047,19174.66992,17446.19922,16459.67383,15697.86133,36361.14063,34592.72266,35513.15625,34512.51172
P21399,14077.69434,16841.68555,15600.25977,17964.11328,13820.21289,17854.27344,14149.40234,13628.22852,2055.955078,4293.390625,2835.546143,6207.203125
P21796,5874.635254,7984.749512,7975.757813,4253.079102,7151.041504,4686.758789,4439.111816,5556.598633,65969.07031,60892.96875,63145.28516,56287.63281
P21980,30756.68555,26717.63086,29138.00391,26201.92773,29574.53711,21101.06836,16684.90234,24194.34961,54371.71484,53519.11719,57128.50391,54463.84766
P22059,29274.2793,26799.3418,27610.91602,28466.00195,28902.99414,25223.8125,25201.33008,20847.53125,23084.13477,24924.07227,23586.83203,17302.31836
P22061,43975.46094,38037.19922,31960.06445,43670.51172,36280.95703,33130.00391,31814.99414,29152.93359,43248.45703,45512.47266,46614.80078,39047.3125
P22087,88740.84375,86372.44531,88661.20313,92929.49219,92992.94531,87920.23438,95075.96875,96827.21094,30775.12305,27489.61133,32190.20313,23124.56641
P22102,21594.74414,19979.92383,20677.31641,21279.88477,19988.8418,18523.85352,18304.2168,18925.96094,53053.57031,48893.94141,49192.05859,40186.94922
P22234,74884.69531,74174.64844,77369.88281,72176.75781,61853.72656,57601.30469,58543.14063,60117.78906,31281.60742,29589.98828,28734.99023,24443.32813
P22307,6923.043457,2510.655518,5592.546387,3075.493896,8045.972168,2964.417969,3509.679932,3773.131836,32427.28516,34430.08984,32372.98633,33866.12891
P22314,101202.5703,95664.41406,98043.25781,101285.7422,84435.10156,84663.96875,85651.8125,86102.75781,12401.89844,11771.15234,12744.82129,14270.6875
P22392,112546.4844,106773.6641,112415.8984,113164.0703,104421.9297,92402.07813,100342.6328,104505.5625,9158.194336,6637.805176,10476.54102,7368.739746
P22626,235502.8125,217914.9844,222005.0469,225037.8125,224404.4688,205498.2188,221893.9844,209304.9219,24634.45703,27723.24023,24670.74609,10652.27441
P22670,29237.38477,31738.11914,26895.57813,35780.94141,29098.26758,21111.26367,24520.32813,23813.15039,31050.30469,33019.94141,31627.93359,32983.80469
P22681,32956.07422,34459.08984,33179.03516,31828.20117,25982.5625,32263.88477,27451.98438,26329.69727,39527.19922,40562.30469,39346.13672,40507.30859
P22736,9451.411133,7479.616699,9819.546875,7212.731445,53369.94141,44762.10547,41832.66016,41289.69141,22950.61523,25150.70313,24988.81641,24630.05273
P23025,26646.06055,31315.08789,25982.71094,26282.37695,27712,31655.76758,29658.7168,28190.01172,23743.10352,24563.38281,24643.91992,24847.55859
P23193,57990.52344,53735.59766,53986.67578,54391.48438,54187.12109,52021.4375,50742.26953,52324.58984,36729.75,37174.33203,33371.36719,38724.19141
P23229,42379.0625,49050.78906,44236.46094,43931.53125,37470.39844,40736.45703,38751.90625,39769.10156,15932.10156,2921.036621,24989.86523,25488.6582
P23246,141460.5,126276.9688,128197.1406,133101.6719,151562.4219,133826.4844,142512.6875,143091.25,4936.643066,6251.662598,2255.388184,3241.5625
P23258,14105.46875,15463.02539,14829.04492,15548.82813,17183.31445,14905.26074,17102.69531,14046.76758,36437.125,33880.90234,34570.34766,61181.82422
P23284,19411.5625,22872.4375,20909.94922,20975.85156,20083.34766,15208.18652,16257.94238,14875.83008,16566.75586,16675.22852,16205.27539,19371.02539
P23381,16060.07813,18361.50586,19738.56055,18236.55078,12355.55078,16402.02344,15374.03223,16640.13477,43872.53516,60524.42969,58594.90625,61861.92188
P23396,45254.61719,46113.08594,43109.53516,45051.07031,44975.66797,43932.77734,39377.49609,39189.70313,13746.2168,14234.44336,11496.97266,10296.75
P23458,10211.02344,14593.62695,13401.79102,12885.89648,9246.007813,12903.45996,12152.65039,13183.11523,33291.80078,31151.6875,33368.82031,28676.39844
P23497,22282.76367,31152.74414,21309.51953,21058.93359,24516.91016,19576.27344,24054.44727,24493.65234,45011.74219,47624.875,45295.86719,52472.27344
P23526,87578.4375,86835.90625,89539.46094,90148.17969,81500.24219,81915,81701,80712.38281,21369.96875,24905.85742,22904.44727,20100.18555
P23528,236133.1406,219558.4375,223801,222840.5469,207898.5625,199251.9219,210354.875,209393.6563,47476.10547,52421.17578,53008.98438,51308.99219
P23588,69716.25,67605.73438,68969.96875,70136.07031,66562.35938,63764.77734,67253.53125,64555.52344,53072.26563,55352.86328,53628.89844,51189.125
P23610,11435.2207,28158.20117,35407.76172,30847.75781,37271.54297,27063.2207,34403.64844,27842.61914,14585.78516,18434.7207,15291.125,14238.53906
P23743,27060.98047,28068.91602,25814.71484,25638.88086,25225.96484,27500.98438,26729.11914,24542.88477,152947.4063,154555.7813,162153.7188,157073.625
P23769,30317.90625,21457.92969,28200.71484,11903.17188,22124.70898,12080.10254,22594.46094,11141.9043,17817.10352,17293.39258,17857.19336,19954.5918
P23919,37248.25391,27069.08984,36271.55469,36041.61328,27067.27344,27126.92188,30258.68555,25297.45117,42085.02344,43861,43212.98047,42017.03516
P23921,58652.07031,57271.17969,57566.12891,58514.01563,53597.17188,56447.26953,54091.76953,53956.53125,42497.58594,40608.30859,39357.59375,45355.34375
P24468,19925.71289,20757.58398,20344.60547,19123.76953,22219.5293,18490.26563,18262.68555,23223.43945,63296.83594,64014.35547,65895.03125,54376.82031
P24534,64749.00781,69169.72656,66231.89844,67164.26563,56038.79297,49193.81641,53024.25391,53530.98047,20867.09961,24560.91602,14060.9375,24937.61523
P24666,44943.76563,43770.96875,42133.57031,49513.82813,44938.11719,42071.07422,43051.84766,42590.94531,75359.74219,72335.44531,73242.10938,65845.90625
P24752,4914.753418,7111.996582,6564.893555,8050.161133,6802.897461,7843.623535,6989.866211,5035.659668,81066.91406,71272.30469,81404.95313,88104.69531
P24844,27252.07617,26268.69922,25239.93945,23180.30664,25500.28906,23673.33594,19147.8125,23406.39453,63208.25391,59253.18359,65041.97656,61144.625
P24864,5557.174805,4006.572754,7392.365723,2552.775635,8178.303711,5753.120605,5619.228516,4989.772949,36741.61328,46900.48438,43126.53125,40113.89453
P24928,30672.02734,32527.24609,31220.69336,32463.60742,31894.82031,33104.15234,33029.42188,33900,70015.03125,71780.99219,79488.07813,61993.59766
P24941,38233.69531,36653.89063,41479.59766,35819.54297,38491.125,32895.69141,35640.82422,36569.92188,51385.82422,50912.99609,56446.58203,83662.07813
P25205,106492.4531,99719.39844,100692.8672,103091,106320.3594,102749.6484,104648.6953,103455.625,2872.899902,2918.336182,5172.056641,3780.775146
P25325,24937.9043,21835.0293,25229.50195,18555.56055,18012.31836,19471.30859,19404.39063,14963.00488,75810.94531,76417.89063,79018.77344,78762.46875
P25398,17847.85547,14502.07324,15949.66797,19491.69922,16603.64063,19752.37695,18804.5625,17589.79883,63376.24219,67090.10938,63305.48047,62157.82031
P25440,20557.11914,21673.61523,22238.37695,21609.18164,20367.58398,21312.62891,21186.46484,22378.43359,54903.05859,54452.38281,52124.26563,49061.70703
P25490,55069.08203,54441.53906,55356.55859,54882.81641,58870.35547,53797.47266,57603.86328,55220.23828,53723.64453,54819.18359,54492.54297,53956.03516
P25685,65628.95313,62564.36719,65603.27344,63688.39063,67547.30469,64126.80078,67073.21875,63530.875,15837.58105,16551.75391,13142.61621,16003.32422
P25705,12387.2168,20860.18359,9068.164063,16132.83008,4252.91748,20482.06836,18177.10156,17935.89063,35341.73828,36272.48047,38066.0625,37867.85938
P25786,53536.45703,51170.29688,51264.98438,52343.33203,49174.91016,48421.89063,47518.22266,49275.10547,13593.45605,18866.53906,13985.53613,13396.00781
P25787,25684.23242,33219.93359,28362.99414,14142.50293,17573.81055,23923.91016,26142.09766,20479.99414,7847.215332,8040.746582,10702.96777,13277.44824
P25788,16403.49023,11513.58984,11042.89355,9173.433594,12284.58984,8160.841309,8467.814453,4973.257324,4317.501953,5416.219727,11853.14648,4875.924805
P25789,33441.16406,37741.85938,38568.67578,38015.55469,34995.23047,35935.64063,37421.53516,36995.05469,13010.86621,14014.06055,12481.62598,14019.24512
P25815,194318.7813,182313.1406,194836.6563,171744.4688,191594.25,197719.5156,183274.6406,193132.5469,14411.60352,12366.13574,13551.75195,10633.47852
P26006,64409.85547,63300.23438,55707.75391,43591.67578,52613.94922,43984.69141,49116.77734,44742.46484,20791.74805,17264.39258,16724.34375,17645.88281
P26038,38807.46875,38723.79297,37922.60547,40489.38672,31260.60156,30833.83789,31010.35742,32314.23828,38853.13672,37091.98047,38241.73047,40195.69922
P26196,32816.65234,31280.82227,30097.23633,29587.70898,25769.79688,24969.81641,23073.04102,24435.80469,21337.33008,23754.84766,22961.85938,24574.05469
P26358,36668.88281,38767.84766,37594.57813,37855.07813,40943.36328,42442.76172,41407.98047,40688.89453,33093.67188,32719.99805,33615.46094,32841.26563
P26368,133054.9531,133462.7188,134887.0625,141548.0781,133398.2813,139625.3594,141857.7656,139988.7656,44654.6875,44561.52734,45558.96094,43520.10547
P26373,79989.6875,72715.90625,78054.9375,72698.5625,105613.3359,86524.55469,76453.05469,74865.47656,32500.20898,31658.65234,30814.67188,33195.78906
P26374,14639.05762,10341.66992,10805.26367,12235.40332,14878.61816,10938.00781,9647.983398,8551.446289,29950.69141,30358.375,34426.37891,33991.47656
P26447,347420,322234.2188,326301.6563,322899.0625,321141.75,305583.1875,315374.8125,308671.1563,25835.46094,26123.66016,26686.38672,26600.10156
P26583,138332.9688,128487.0703,124554.0703,131636.9844,144225.6094,124886.8984,126819.6094,127534.4531,3436.921875,3543.333496,4625.553711,4034.780762
P26599,90297.16406,91445.25,82114.09375,127056.9688,97168.46094,72195.63281,83819.13281,100255.0156,42486.51953,42456.78125,41588.95313,41829.59375
P26639,36376.50781,36915.91016,36930.03516,39916.70313,32677.10352,31524.27148,32068.97656,32433.67773,40778.01953,41719.00391,40789.94141,36219.40234
P26640,39578.66406,41935.22656,40030.78125,38095.56641,30203.29102,32792.88281,30500.69922,30262.68555,3840.133301,4276.027344,2907.963623,4292.310059
P26641,84804.00781,81841.88281,83536.98438,83715.28125,69011.67188,71220.69531,71448,70267.50781,19833.18164,20010.15234,55834.87109,17003.49609
P27338,113969.2344,30960.26953,102953.2656,32771.10547,83913.74219,36135.02344,33147.94141,8033.262207,7405.164063,5985.86377,6656.194824,12389.48242
P27348,42228.89453,39156.48047,40631.89063,39218.30078,36187.38672,38867.09375,38239.25,37132.6875,18104.07422,15077.75684,16089.61133,13957.26367
P27361,117852.1484,120039.9922,133848.0156,130162.5313,126872.3516,112013.1172,122266.6875,130397.5,5869.453125,5960.158203,5345.810059,4963.320801
P27540,34857.55469,36361.14063,34592.72266,35513.15625,34512.51172,35647.05859,33409.05859,36479.08594,19665.29492,15678.84375,17992.89648,18560.50586
P27635,4611.197266,2055.955078,4293.390625,2835.546143,6207.203125,2498.334229,3746.570557,3723.72876,26813.8457,27502.97656,24691.87891,29173.01367
P27694,60065.71875,65969.07031,60892.96875,63145.28516,56287.63281,57750.60156,59657.24609,57714.75391,71405.6875,70302.64063,72991.69531,75750.125
P27695,57185.16797,54371.71484,53519.11719,57128.50391,54463.84766,54621.15625,52133.37109,53735.65234,34204.09766,34820.78125,31460.56641,28719.40234
P27707,23335.00195,23084.13477,24924.07227,23586.83203,17302.31836,19849.92773,20700.08789,19583.26563,29946.0293,27762.69531,27960.88281,25361.30859
P27708,43940.70703,43248.45703,45512.47266,46614.80078,39047.3125,39418.73047,40697.35156,39024.98047,32883.24219,34379.59375,32978.70313,30195.67383
P27797,28606.22852,30775.12305,27489.61133,32190.20313,23124.56641,22456.72266,21236.09961,21850.42578,52041.67188,55132.45703,52978.17188,57789.19922
P27816,49315.58203,53053.57031,48893.94141,49192.05859,40186.94922,43242.83984,39504.06641,41831.44922,102413.0469,100854.8281,105374.3438,115783.2266
P27824,30117.34961,31281.60742,29589.98828,28734.99023,24443.32813,23313.50977,23305.67773,22999.11523,134296.3125,134058.9688,136322.4844,145326.7031
